IST Url,IST Title,OPB Url,Amazon URL,Target URL,Retail Price,OPB Status,OPB Current Price,IST Status,IST Current Price,Amazon Status,Amazon Current Price,Target Status,Target Current Price,Min Current Price,All time Low Price,Target Doc Name,Last Updated
https://www.instocktrades.com/products/sep160335/batman-tp-vol-09-bloom,Batman TP Vol 09 Bloom,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/dec180627/batman-tp-vol-09-the-tyrant-wing,Batman TP Vol 09 the Tyrant Wing,,,,,,,,,,,,,,,,
https://www.instocktrades.com/comingsoon/may237265/batman-under-the-red-hood-the-deluxe-edition-hc,Batman Under the Red Hood the Deluxe Edition HC,https://organicpricedbooks.com/products/batman-under-the-red-hood-the-deluxe-edition-on-sale-sep-05-2023,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/may110241/batman-under-the-red-hood-tp,Batman Under the Red Hood TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb217087/batman-universe-tp,Batman Universe TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/sep217208/batman-urban-legends-tp-vol-01,Batman Urban Legends TP Vol 01,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb227143/batman-urban-legends-tp-vol-02,Batman Urban Legends TP Vol 02,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun227204/batman-urban-legends-tp-vol-03,Batman Urban Legends TP Vol 03,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct227171/batman-urban-legends-tp-vol-04,Batman Urban Legends TP Vol 04,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb237195/batman-urban-legends-tp-vol-05,Batman Urban Legends TP Vol 05,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/STAR00512/BATMAN-VENOM-TP,Batman Venom TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan227188/batman-vs-bigby-a-wolf-in-gotham-tp-(mr),Batman Vs Bigby A Wolf In Gotham TP (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/sep217210/batman-vs-ras-al-ghul-hc,Batman Vs Ras Al Ghul HC,https://organicpricedbooks.com/collections/dc-comics/products/batman-vs-ras-al-ghul-hc,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/sep227314/batman-vs-ras-al-ghul-tp,Batman Vs Ras Al Ghul TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/may227056/batman-vs-robin-road-to-war-tp,Batman Vs Robin Road to War TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/aug207131/batman-whatever-happened-to-the-caped-crusader-deluxe-2020-edition-hc,Batman Whatever Happened to the Caped Crusader Deluxe 2020 Edition HC,https://organicpricedbooks.com/products/batman-whatever-happened-to-the-caped-crusader-deluxe-2020-edition-hc,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov190529/batman-white-knight-deluxe-edition-hc,Batman White Knight Deluxe Edition HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar217107/batman-white-knight-presents-harley-quinn-hc-(mr),Batman White Knight Presents Harley Quinn HC (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct217053/batman-white-knight-presents-harley-quinn-tp-(mr),Batman White Knight Presents Harley Quinn TP (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jul180733/batman-white-knight-tp,Batman White Knight TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/dec227132/batman-who-laughs-the-deluxe-edition-hc,Batman Who Laughs the Deluxe Edition HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan217085/batman-who-laughs-tp,Batman Who Laughs TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct060163/batman-year-one-deluxe-tp,Batman Year One Deluxe TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/AUG170331/BATMAN-YEAR-TWO-30TH-ANNIVERSARY-DLX-ED-HC,Batman Year Two 30th Anniversary DLX Ed HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/STAR20200/BATMAN-YEAR-TWO-FEAR-THE-REAPER-TP,Batman Year Two Fear the Reaper TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/may217153/batman-zero-year-tp,Batman Zero Year TP,,,https://www.target.com/p/batman-zero-year-by-scott-snyder-paperback/-/A-82034895,,,,,,,,,,,,,
https://www.instocktrades.com/products/dec207093/batmans-grave-the-complete-collection-hc,Batmans Grave the Complete Collection HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/dec217041/batmans-grave-the-complete-collection-tp,Batmans Grave the Complete Collection TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/apr227066/batmans-mystery-casebook-tp,Batmans Mystery Casebook TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov217112/batwing-luke-fox-tp,Batwing Luke Fox TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar140270/before-watchmen-comedian-rorschach-tp,Before Watchmen Comedian Rorschach TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun180573/before-watchmen-omnibus-hc,Before Watchmen Omnibus HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov190535/billy-batson-and-magic-of-shazam-tp-book-01,Billy Batson and Magic of Shazam TP Book 01,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct190650/birds-of-prey-black-canary-tp,Birds of Prey Black Canary TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun217208/birds-of-prey-fighters-by-trade-tp,Birds of Prey Fighters By Trade TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov227211/birds-of-prey-the-end-of-the-beginning-tp,Birds of Prey the End of the Beginning TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar227177/birds-of-prey-whitewater-tp,Birds of Prey Whitewater TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb217088/bizarro-comics-the-deluxe-edition-hc,Bizarro Comics the Deluxe Edition HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov217035/black-adam-box-set,Black Adam Box Set,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar227079/black-adam-jsa-black-reign-tp-new-edition,Black Adam JSA Black Reign TP New Edition,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar227077/black-adam-rise-and-fall-of-an-empire-tp,Black Adam Rise and Fall of an Empire TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar227078/black-adam-the-dark-age-tp-new-edition,Black Adam the Dark Age TP New Edition,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct227169/black-adam-the-justice-society-case-files-tp,Black Adam the Justice Society Case Files TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb237093/black-adam-tp-vol-01-theogony,Black Adam TP Vol 01 Theogony,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/dec207095/black-canary-bird-of-prey-tp,Black Canary Bird of Prey TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun190463/black-canary-ignite-tp-dc-zoom,Black Canary Ignite TP DC Zoom,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov180542/black-lightning-brick-city-blues-tp,Black Lightning Brick City Blues TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jul180736/black-lightning-cold-dead-hands-tp,Black Lightning Cold Dead Hands TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct170365/black-lightning-tp-vol-02,Black Lightning TP Vol 02,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct170366/black-lightning-year-one-tp-new-ed,Black Lightning Year One TP New Ed,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/apr227170/black-manta-tp,Black Manta TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov180548/blackest-night-omnibus-hc-10th-anniv-ed,Blackest Night Omnibus HC 10th Anniv Ed,https://organicpricedbooks.com/products/blackest-night-omnibus-hc-10th-anniv-ed,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov180547/blackest-night-saga-essential-edition-tp,Blackest Night Saga Essential Edition TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/dec227262/blood-syndicate-season-one-hc,Blood Syndicate Season One HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun227205/blue-gold-tp,Blue & Gold TP,https://organicpricedbooks.com/products/blue-gold-tp-in-store-9-27-2022,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun227206/blue-beetle-jaime-reyes-tp-book-01,Blue Beetle Jaime Reyes TP Book 01,https://organicpricedbooks.com/products/blue-beetle-jaime-reyes-tp-book-01-in-store-9-6-2022,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov227212/blue-beetle-jaime-reyes-tp-book-02,Blue Beetle Jaime Reyes TP Book 02,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov180545/bombshells-united-tp-vol-03-taps,Bombshells United TP Vol 03 Taps,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun200553/sandman-the-book-of-magic-omnibus-hc-vol-01-(mr),Books of Magic Omnibus HC Vol 01 the Sandman Universe Classics (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun217213/books-of-magic-omnibus-hc-vol-02-the-sandman-universe-classics-(mr),Books of Magic Omnibus HC Vol 02 the Sandman Universe Classics (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jul227220/books-of-magic-omnibus-hc-vol-03-(the-sandman-universe-classics)-(mr),Books of Magic Omnibus HC Vol 03 (The Sandman Universe Classics) (MR),,,,,,,,,,,,,,,Books of Magic Omnibus Vol. 3 (the Sandman Universe Classics),
https://www.instocktrades.com/products/feb170335/books-of-magic-tp-book-01-(mr),Books of Magic TP Book 01 (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct190648/books-of-magic-tp-vol-02-second-quarto-(mr),Books of Magic TP Vol 02 Second Quarto (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov207084/books-of-magic-vol-3-dwelling-in-possibility-tp-(mr),Books of Magic Vol 3 Dwelling In Possibility TP (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan237826/booster-gold-52-pick-up-tp-(2023-edition),Booster Gold 52 Pick Up TP (2023 Edition),https://organicpricedbooks.com/products/booster-gold-52-pick-up-tp-2023-edition-in-store-4-25-2023,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/apr227171/brightest-day-omnibus-hc-(2022-edition),Brightest Day Omnibus HC (2022 Edition),https://organicpricedbooks.com/products/brightest-day-omnibus-hc-2022-edition-in-store-8-9-2022,,https://www.target.com/p/brightest-day-omnibus-2022-edition-by-geoff-johns-hardcover/-/A-86459024,,,,,,,,,,,,Brightest Day Omnibus (2022 Edition),
https://www.instocktrades.com/products/feb120255/brightest-day-tp-vol-02,Brightest Day TP Vol 02,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov227139/bruce-wayne-not-super-tp,Bruce Wayne Not Super TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb227144/catwoman-(2018)-tp-vol-06-fear-state,Catwoman (2018) TP Vol 06 Fear State,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/aug227225/catwoman-(2022)-tp-vol-01-dangerous-liaisons,Catwoman (2022) TP Vol 01 Dangerous Liaisons,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan237208/catwoman-(2022)-tp-vol-02-cat-international,Catwoman (2022) TP Vol 02 Cat International,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb200403/catwoman-80th-anniv-100-page-super-spect-1-1940s-adam-hughe,Catwoman 80th Anniv 100 Page Super Spect #1 1940S Adam Hughe,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb200404/catwoman-80th-anniv-100-page-super-spect-1-1950s-travis-cha,Catwoman 80th Anniv 100 Page Super Spect #1 1950S Travis Cha,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb200406/catwoman-80th-anniv-100-page-super-spect-1-1970s-frank-cho,Catwoman 80th Anniv 100 Page Super Spect #1 1970S Frank Cho,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb200408/catwoman-80th-anniv-100-page-super-spect-1-1990s-gabrielle,Catwoman 80th Anniv 100 Page Super Spect #1 1990S Gabrielle,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb200410/catwoman-80th-anniv-100-page-super-spect-1-2010s-jeehyung-l,Catwoman 80th Anniv 100 Page Super Spect #1 2010S Jeehyung L,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jul227100/catwoman-lonely-city-hc-(mr),Catwoman Lonely City HC (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov217113/catwoman-of-east-end-omnibus-hc,Catwoman of East End Omnibus HC,https://organicpricedbooks.com/products/catwoman-of-east-end-omnibus-on-sale-03-29-2022,,,,,,,,,,,,,,Catwoman of East End Omnibus,
https://www.instocktrades.com/products/jan217053/catwoman-soulstealer-the-graphic-novel-tp,Catwoman Soulstealer the Graphic Novel TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan190665/catwoman-tp-vol-01-copycats,Catwoman TP Vol 01 Copycats,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/MAY098043/CATWOMAN-WHEN-IN-ROME-TP,Catwoman When In Rome TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/dec217155/challenge-of-the-super-sons-tp,Challenge of the Super Sons TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar227178/checkmate-tp,Checkmate TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/apr200659/collapser-tp,Collapser TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar170414/coloring-dc-batman-in-court-of-owls-an-adult-coloring-book-tp,Coloring DC Batman In Court of Owls an Adult Coloring Book TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/apr170421/coloring-dc-dc-super-hero-girls-a-kids-coloring-book-tp,Coloring DC DC Super Hero Girls A Kids Coloring Book TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jul160402/coloring-dc-flash-an-adult-coloring-book-tp,Coloring DC Flash an Adult Coloring Book TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/aug160327/coloring-dc-green-arrow-an-adult-coloring-book-tp,Coloring DC Green Arrow an Adult Coloring Book TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/may160307/coloring-dc-harley-quinn-suicide-squad-an-adult-coloring-book-tp,Coloring DC Harley Quinn & Suicide Squad an Adult Coloring Book TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/may170345/coloring-dc-justice-league-an-adult-coloring-book-tp,Coloring DC Justice League an Adult Coloring Book TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/may227063/constantine-distorted-illusions-tp,Constantine Distorted Illusions TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb190568/cover-tp-vol-01-(mr),Cover TP Vol 01 (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan237824/creature-commandos-tp-(2023-edition),Creature Commandos TP (2023 Edition),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jul070246/creeper-welcome-to-creepville-tp,Creeper Welcome to Creepville TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct217178/crime-syndicate-tp,Crime Syndicate TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/APR190537/CRISIS-ON-INFINITE-EARTHS-HC-BOX-SET,Crisis on Infinite Earths HC Box Set ,https://organicpricedbooks.com/products/crisis-on-infinite-earths-box-set,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun190580/crisis-on-infinite-earths-35th-anniv-dlx-ed-hc,Crisis On Infinite Earths 35th Anniv DLX Ed HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb200549/crisis-on-infinite-earths-paragons-rising-dlx-ed-hc,Crisis On Infinite Earths Paragons Rising DLX Ed HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct207134/crisis-on-multiple-earths-book-01-crossing-over-tp,Crisis On Multiple Earths Book 01 Crossing Over TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/sep217212/crisis-on-multiple-earths-tp-book-02-crisis-crossed,Crisis On Multiple Earths TP Book 02 Crisis Crossed,https://organicpricedbooks.com/products/crisis-on-multiple-earths-tp-book-02-crisis-crossed,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar237153/crisis-on-multiple-earths-tp-book-03-countdown-to-crisis,Crisis On Multiple Earths TP Book 03 Countdown to Crisis,https://organicpricedbooks.com/products/crisis-on-multiple-earths-book-3-countdown-to-crisis-tp-on-sale-6-27-23,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb227067/crush-lobo-tp,Crush & Lobo TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/sep180564/curse-of-brimstone-tp-vol-01-inferno,Curse of Brimstone TP Vol 01 Inferno,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/dec160371/cyborg-tp-vol-01-the-imitation-of-life-(rebirth),Cyborg TP Vol 01 the Imitation of Life (Rebirth),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/may170323/cyborg-tp-vol-02-danger-in-detroit-(rebirth),Cyborg TP Vol 02 Danger In Detroit (Rebirth),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun180574/damage-tp-vol-01-out-of-control,Damage TP Vol 01 Out of Control,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan190667/damage-tp-vol-02-scorched-earth,Damage TP Vol 02 Scorched Earth,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/aug207125/daphne-byrne-hc-(mr),Daphne Byrne HC (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun217215/daphne-byrne-tp-(mr),Daphne Byrne TP (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb237088/dark-crisis-young-justice-hc,Dark Crisis Young Justice HC,https://organicpricedbooks.com/products/dark-crisis-young-justice-hc-in-store-6-20-2023,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct180568/dark-days-road-to-metal-tp,Dark Days Road to Metal TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/sep150179/dark-knight-iii-1-(of-8),Dark Knight III #1 (Of 8),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct150147/dark-knight-iii-master-race-2-(of-8)-collectors-ed-hc,Dark Knight III Master Race #2 (Of 8) Collectors Ed HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/aug160287/dark-knight-iii-master-race-7-(of-8)-collectors-ed,Dark Knight III Master Race #7 (Of 8) Collectors Ed,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan170330/dark-knight-iii-master-race-8-(of-9)-collectors-edition,Dark Knight III Master Race #8 (Of 9) Collectors Edition,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun227094/dark-knights-of-steel-hc-vol-01,Dark Knights of Steel HC Vol 01,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar170445/dark-night-a-true-batman-story-tp-(mr),Dark Night A True Batman Story TP (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/dec207084/dark-nights-death-metal-deluxe-edition-hc,Dark Nights Death Metal Deluxe Edition HC,https://organicpricedbooks.com/products/dark-nights-death-metal-deluxe-edition-hc-1,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan217083/dark-nights-death-metal-the-darkest-knight-tp,Dark Nights Death Metal the Darkest Knight TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan217084/dark-nights-death-metal-the-multiverse-who-laughs-tp,Dark Nights Death Metal the Multiverse Who Laughs TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan227083/dark-nights-death-metal-tp,Dark Nights Death Metal TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb217083/dark-nights-death-metal-war-of-the-multiverses-tp,Dark Nights Death Metal War of the Multiverses TP,,,,,,,,,,,,,,,,
,Dark Nights Death Metal Omnibus,https://organicpricedbooks.com/products/death-metal-omnibus-on-sale-01-02-2024,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/dec180638/dark-nights-metal-dark-knights-rising-tp,Dark Nights Metal Dark Knights Rising TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/sep227140/dark-nights-metal-omnibus-hc,Dark Nights Metal Omnibus HC,https://organicpricedbooks.com/products/dark-nights-metal-omnibus-on-sale-01-10-2023,,,,,,,,,,,,,,Dark Nights: Metal Omnibus,
https://www.instocktrades.com/products/sep227141/dark-nights-metal-omnibus-hc-direct-market-exclusive-var,Dark Nights Metal Omnibus HC Direct Market Exclusive Var,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan180381/dark-nights-metal-the-resistance-tp,Dark Nights Metal the Resistance TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct180569/dark-nights-metal-tp,Dark Nights Metal TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb180300/dastardly-muttley-tp,Dastardly & Muttley TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar170418/dc-comics-bombshells-tp-vol-04-queens,DC Comics Bombshells TP Vol 04 Queens,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar217112/dc-comics-generations-hc,DC Comics Generations HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov217114/dc-comics-generations-tp,DC Comics Generations TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun217221/dc-comics-girls-unite-box-set,DC Comics Girls Unite Box Set,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct207135/dc-comics-the-art-of-lee-bermejo-hc,DC Comics the Art of Lee Bermejo HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar200634/dc-comics-the-astonishing-art-of-amanda-conner-hc,DC Comics the Astonishing Art of Amanda Conner HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar200672/dc-graphic-novels-for-kids-box-set,DC Graphic Novels for Kids Box Set,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar200673/dc-graphic-novels-for-young-adults-box-set,DC Graphic Novels for Young Adults Box Set,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jul170470/dc-greatest-hits-box-set,DC Greatest Hits Box Set,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/aug190655/dc-holiday-nightmares-tp,DC Holiday Nightmares TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jul227221/dc-horror-presents-soul-plumber-hc-(mr),DC Horror Presents Soul Plumber HC (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/dec217046/dc-horror-presents-the-conjuring-the-lover-hc-(mr),DC Horror Presents the Conjuring the Lover HC (MR),,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan227093/dc-league-of-super-pets-the-great-mxy-up-tp,DC League of Super-Pets the Great Mxy-Up TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/sep180425/dc-nuclear-winter-special-1,DC Nuclear Winter Special #1,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan227190/dc-one-million-omnibus-hc-(2022-edition),DC One Million Omnibus HC (2022 Edition),,,,,,,,,,,,,,,DC One Million Omnibus (2022 Edition),
https://www.instocktrades.com/products/may227160/dc-poster-portfolio-brian-bolland-tp,DC Poster Portfolio Brian Bolland TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/may217155/dc-poster-portfolio-dark-nights-metal-tp,DC Poster Portfolio Dark Nights Metal TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/oct217180/dc-poster-portfolio-dc-pride-tp,DC Poster Portfolio DC Pride TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/sep217813/dc-poster-portfolio-frank-quitely-tp,DC Poster Portfolio Frank Quitely TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan217092/dc-poster-portfolio-jae-lee-tp,DC Poster Portfolio Jae Lee TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov217115/dc-poster-portfolio-jenny-frison-tp,DC Poster Portfolio Jenny Frison TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/may217154/dc-poster-portfolio-jim-lee-tp-vol-2,DC Poster Portfolio Jim Lee TP Vol 2,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov207086/dc-poster-portfolio-joelle-jones-tp,DC Poster Portfolio Joelle Jones TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan227082/dc-pride-2021-hc,DC Pride 2021 HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb237104/dc-pride-the-new-generation-hc,DC Pride the New Generation HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/APR170411D/DC-UNIVERSE-REBIRTH-OMNIBUS-EXPANDED-EDITION-HC,DC Universe Rebirth Omnibus Expanded Edition HC,https://organicpricedbooks.com/collections/dc-comics/products/dc-rebirth-omnibus-expanded-edition,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jul190526/dc-super-hero-girls-at-metropolis-high-tp,DC Super Hero Girls at Metropolis High TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov170216/dc-super-hero-girls-date-with-disaster-tp,DC Super Hero Girls Date with Disaster TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/apr217049/dc-super-hero-girls-ghosting-tp,DC Super Hero Girls Ghosting TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/apr200546/dc-super-hero-girls-midterms-tp,DC Super Hero Girls Midterms TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/feb180156/dc-super-hero-girls-out-of-the-bottle-tp,DC Super Hero Girls Out of the Bottle TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov190498/dc-super-hero-girls-powerless-tp,DC Super Hero Girls Powerless TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun180439/dc-super-hero-girls-search-for-atlantis-tp,DC Super Hero Girls Search for Atlantis TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/apr160322/dc-super-hero-girls-tp-vol-01-finals-crisis,DC Super Hero Girls TP Vol 01 Finals Crisis,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/aug160270/dc-super-hero-girls-tp-vol-02-hits-and-myths,DC Super Hero Girls TP Vol 02 Hits and Myths,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar170353/dc-super-hero-girls-tp-vol-03-summer-olympus,DC Super Hero Girls TP Vol 03 Summer Olympus,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jun170333/dc-super-hero-girls-tp-vol-04-past-times-at-super-hero-high,DC Super Hero Girls TP Vol 04 Past Times at Super Hero High,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/mar200508/dc-super-hero-girls-weird-science-tp,DC Super Hero Girls Weird Science TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan190555/dc-superhero-girls-spaced-out-tp,DC Superhero Girls Spaced Out TP,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/nov180550/dc-the-new-frontier-tp-new-ed-black-label,DC the New Frontier TP New Ed Black Label,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/sep207100/dc-through-the-80s-the-end-of-eras-hc,DC Through the 80S the End of Eras HC,,,,,,,,,,,,,,,,
https://www.instocktrades.com/products/jan217093/dc-through-the-80s-the-experiments-hc,DC Through the 80S the Experiments HC,,,,,,,,,,,,,,,,
